book_id,title,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,preview_link,info_link,isbn_13,isbn_10,list_price,currency,buyable,search_category,thumbnail,published_year
qmj7AwAAQBAJ,Sapiens. De animales a dioses,Una breve historia de la humanidad,Yuval Noah Harari,DEBATE,2014-09-04,"El libro de no ficción de la década. Bestseller internacional con más de 23 millones de ejemplares vendidos. Traducido a 65 idiomas. Número 1 en la lista de The New York Times. Recomendado por Barack Obama, Bill Gates y Mark Zuckerberg. De la mano de uno de los historiadores más interesantes de la actualidad, he aquí la fascinante interpretación de Yuval Noah Harari sobre la historia de la humanidad. Bestseller nacional e internacional, este libro explora las formas en que la biología y la historia nos han definido y han mejorado nuestra comprensión de lo que significa ser «humano». Hace 70.000 años al menos seis especies de humanos habitaban la Tierra. Hoy solo queda una, la nuestra: Homo Sapiens. ¿Cómo logró imponerse en la lucha por la existencia? ¿Por qué nuestros ancestros recolectores se unieron para crear ciudades y reinos? ¿Cómo llegamos a creer en dioses, en naciones o en los derechos humanos; a confiar en el dinero, en los libros o en las leyes? ¿Cómo acabamos sometidos a la burocracia, a los horarios y al consumismo? ¿Y cómo será el mundo en los milenios venideros? En Sapiens , Yuval Noah Harari traza una breve historia de la humanidad, desde los primeros humanos que caminaron sobre la Tierra hasta los radicales y a veces devastadores avances de las tres grandes revoluciones que nuestra especie ha protagonizado: la cognitiva, la agrícola y la científica. A partir de hallazgos de disciplinas tan diversas como la biología, la antropología o la economía, Harari explora cómo las grandes corrientes de la historia han modelado nuestra sociedad, los animales y las plantas que nos rodean e incluso nuestras personalidades. ¿Hemos ganado en felicidad a medida que ha avanzado la historia? ¿Seremos capaces de liberar alguna vez nuestra conducta de la herencia del pasado? ¿Podemos hacer algo para influir en los siglos futuros? Audaz, ambicioso y provocador, este libro cuestiona todo lo que creíamos saber sobre el ser humano: nuestros orígenes, nuestras ideas, nuestras acciones, nuestro poder... y nuestro futuro. Reseñas: «El libro definitivo para entender quiénes somos. Provocador, lúcido, aporta un original enfoque sobre la esencia del ser humano». Julia Navarro «Interesante y provocador. Este libro nos da cierta perspectiva del poco tiempo que llevamos en la Tierra, de la corta vida de la ciencia y la agricultura, y de por qué no debemos dar nada por sentado». Barack Obama «Recomendaría este libro a cualquier persona interesada en una historia de la humanidad a la vez entretenida y desafiante [...] No se puede dejar de leer». Bill Gates «Aborda las cuestiones más importantes de la historia y del mundo moderno y, además, está escrito con un estilo vívido e inolvidable». Jared Diamond, premio Pulitzer y autor de Armas, gérmenes y acero «Un libro que invita a la reflexión». Mark Zuckerberg «Un repaso absorbente de la peripecia humana, escrito con rigor e irreverencia ilustrada». Antonio Muñoz Molina, El País «Un libro fascinante, como nuestra especie. Nos ayudará a saber de dónde venimos para decidir hacia dónde vamos. Recomiendo Sapiens casi antes que saludar. ¡Disfrútenlo!» Leonor Watling «Monumental, brillante, provocadora». Pablo Jáuregui, El Mundo «Cuenta la historia del ser humano desde su origen hasta que se convirtió en el rey de la creación». Iñaki Gabilondo",520.0,Social Science,4.0,12,es,http://books.google.com/books?id=qmj7AwAAQBAJ&printsec=frontcover&dq=inauthor:%22Yuval+Noah+Harari%22&hl=&cd=45&source=gbs_api,https://play.google.com/store/books/details?id=qmj7AwAAQBAJ&source=gbs_api,9788499924748.0,8499924743,8.99,USD,True,author_Yuval Noah Harari,http://books.google.com/books/content?id=qmj7AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014
k85pcYttpW0C,The Audacity of Hope,Thoughts on Reclaiming the American Dream,Barack Obama,Crown,2006-10-17,"#1 NEW YORK TIMES BESTSELLER • Barack Obama’s lucid vision of America’s place in the world and call for a new kind of politics that builds upon our shared understandings as Americans, based on his years in the Senate “In our lowdown, dispiriting era, Obama’s talent for proposing humane, sensible solutions with uplifting, elegant prose does fill one with hope.”—Michael Kazin, The Washington Post In July 2004, four years before his presidency, Barack Obama electrified the Democratic National Convention with an address that spoke to Americans across the political spectrum. One phrase in particular anchored itself in listeners’ minds, a reminder that for all the discord and struggle to be found in our history as a nation, we have always been guided by a dogged optimism in the future, or what Obama called “the audacity of hope.” The Audacity of Hope is Barack Obama’s call for a different brand of politics—a politics for those weary of bitter partisanship and alienated by the “endless clash of armies” we see in congress and on the campaign trail; a politics rooted in the faith, inclusiveness, and nobility of spirit at the heart of “our improbable experiment in democracy.” He explores those forces—from the fear of losing to the perpetual need to raise money to the power of the media—that can stifle even the best-intentioned politician. He also writes, with surprising intimacy and self-deprecating humor, about settling in as a senator, seeking to balance the demands of public service and family life, and his own deepening religious commitment. At the heart of this book is Barack Obama’s vision of how we can move beyond our divisions to tackle concrete problems. He examines the growing economic insecurity of American families, the racial and religious tensions within the body politic, and the transnational threats—from terrorism to pandemic—that gather beyond our shores. And he grapples with the role that faith plays in a democracy—where it is vital and where it must never intrude. Underlying his stories is a vigorous search for connection: the foundation for a radically hopeful political consensus. Only by returning to the principles that gave birth to our Constitution, Obama says, can Americans repair a political process that is broken, and restore to working order a government that has fallen dangerously out of touch with millions of ordinary Americans. Those Americans are out there, he writes—“waiting for Republicans and Democrats to catch up with them.”",386.0,Biography & Autobiography,4.5,3,en,http://books.google.com/books?id=k85pcYttpW0C&printsec=frontcover&dq=inauthor:%22Barack+Obama%22&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=k85pcYttpW0C&source=gbs_api,9780307382092.0,0307382095,5.99,USD,True,author_Barack Obama,http://books.google.com/books/content?id=k85pcYttpW0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006
B6YCffPQR-cC,Of Thee I Sing,A Letter to My Daughters,Barack Obama,Knopf Books for Young Readers,2010-11-16,"Barack Obama delivers a tender, beautiful letter to his daughters in this powerful picture book illustrated by award-winner Loren Long that's made to be treasured! In this poignant letter to his daughters, Barack Obama has written a moving tribute to thirteen groundbreaking Americans and the ideals that have shaped our nation. From the artistry of Georgia O'Keeffe, to the courage of Jackie Robinson, to the patriotism of George Washington, Obama sees the traits of these heroes within his own children, and within all of America’s children. Breathtaking, evocative illustrations by award-winning artist Loren Long at once capture the personalities and achievements of these great Americans and the innocence and promise of childhood. This beautiful book celebrates the characteristics that unite all Americans, from our nation’s founders to generations to come. It is about the potential within each of us to pursue our dreams and forge our own paths. It is a treasure to cherish with your family forever.",41.0,Juvenile Nonfiction,5.0,3,en,http://books.google.com/books?id=B6YCffPQR-cC&printsec=frontcover&dq=inauthor:%22Barack+Obama%22&hl=&cd=15&source=gbs_api,https://play.google.com/store/books/details?id=B6YCffPQR-cC&source=gbs_api,9780375983290.0,0375983295,4.99,USD,True,author_Barack Obama,http://books.google.com/books/content?id=B6YCffPQR-cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010
bbeaAAAAQBAJ,Leaders Eat Last,Why Some Teams Pull Together and Others Don't,Simon Sinek,Penguin,2014-01-07,"The New York Times bestseller by the acclaimed, bestselling author of Start With Why and Together is Better. Now with an expanded chapter and appendix on leading millennials, based on Simon Sinek's viral video ""Millenials in the workplace"" (150+ million views). Imagine a world where almost everyone wakes up inspired to go to work, feels trusted and valued during the day, then returns home feeling fulfilled. This is not a crazy, idealized notion. Today, in many successful organizations, great leaders create environments in which people naturally work together to do remarkable things. In his work with organizations around the world, Simon Sinek noticed that some teams trust each other so deeply that they would literally put their lives on the line for each other. Other teams, no matter what incentives are offered, are doomed to infighting, fragmentation and failure. Why? The answer became clear during a conversation with a Marine Corps general. ""Officers eat last,"" he said. Sinek watched as the most junior Marines ate first while the most senior Marines took their place at the back of the line. What's symbolic in the chow hall is deadly serious on the battlefield: Great leaders sacrifice their own comfort--even their own survival--for the good of those in their care. Too many workplaces are driven by cynicism, paranoia, and self-interest. But the best ones foster trust and cooperation because their leaders build what Sinek calls a ""Circle of Safety"" that separates the security inside the team from the challenges outside. Sinek illustrates his ideas with fascinating true stories that range from the military to big business, from government to investment banking.",370.0,Business & Economics,4.0,5,en,http://books.google.com/books?id=bbeaAAAAQBAJ&printsec=frontcover&dq=inauthor:%22Simon+Sinek%22&hl=&cd=2&source=gbs_api,https://play.google.com/store/books/details?id=bbeaAAAAQBAJ&source=gbs_api,9781101623039.0,1101623039,8.99,USD,True,author_Simon Sinek,http://books.google.com/books/content?id=bbeaAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014
0M--CwAAQBAJ,Find Your Why,A Practical Guide for Discovering Purpose for You and Your Team,"Simon Sinek, David Mead, Peter Docker",Penguin,2017-09-05,"Start With Why has led millions of readers to rethink everything they do – in their personal lives, their careers and their organizations. Now Find Your Why picks up where Start With Why left off. It shows you how to apply Simon Sinek’s powerful insights so that you can find more inspiration at work -- and in turn inspire those around you. I believe fulfillment is a right and not a privilege. We are all entitled to wake up in the morning inspired to go to work, feel safe when we’re there and return home fulfilled at the end of the day. Achieving that fulfillment starts with understanding exactly WHY we do what we do. As Start With Why has spread around the world, countless readers have asked me the same question: How can I apply Start With Why to my career, team, company or nonprofit? Along with two of my colleagues, Peter Docker and David Mead, I created this hands-on, step-by-step guide to help you find your WHY. With detailed exercises, illustrations, and action steps for every stage of the process, Find Your Why can help you address many important concerns, including: * What if my WHY sounds just like my competitor’s? * Can I have more than one WHY? * If my work doesn’t match my WHY, what should I do? * What if my team can’t agree on our WHY? Whether you've just started your first job, are leading a team, or are CEO of your own company, the exercises in this book will help guide you on a path to long-term success and fulfillment, for both you and your colleagues. Thank you for joining us as we work together to build a world in which more people start with WHY. Inspire on! -- Simon",258.0,Business & Economics,5.0,1,en,http://books.google.com/books?id=0M--CwAAQBAJ&printsec=frontcover&dq=inauthor:%22Simon+Sinek%22&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=0M--CwAAQBAJ&source=gbs_api,9781101992982.0,1101992980,7.99,USD,True,author_Simon Sinek,http://books.google.com/books/content?id=0M--CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017
TvEqDAAAQBAJ,12 Rules for Life,An Antidote to Chaos,Jordan B. Peterson,Random House Canada,2018-01-23,"OVER TEN MILLION COPIES SOLD #1 INTERNATIONAL BESTSELLER What are the most valuable things that everyone should know? Acclaimed clinical psychologist Jordan B Peterson has influenced the modern understanding of personality, and now he has become one of the world's most popular public thinkers, with his lectures on topics from the Bible to romantic relationships to mythology drawing tens of millions of viewers. In an era of unprecedented change and polarizing politics, his frank and refreshing message about the value of individual responsibility and ancient wisdom has resonated around the world. In this book, he provides twelve profound and practical principles for how to live a meaningful life, from setting your house in order before criticising others to comparing yourself to who you were yesterday, not someone else today. Happiness is a pointless goal, he shows us. Instead we must search for meaning, not for its own sake, but as a defence against the suffering that is intrinsic to our existence. Drawing on vivid examples from the author's clinical practice and personal life, cutting-edge psychology and philosophy, and lessons from humanity's oldest myths and stories, 12 Rules for Life offers a deeply rewarding antidote to the chaos in our lives: eternal truths applied to our modern problems.",449.0,Psychology,4.0,9,en,http://books.google.com/books?id=TvEqDAAAQBAJ&printsec=frontcover&dq=inauthor:%22Jordan+Peterson%22&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=TvEqDAAAQBAJ&source=gbs_api,9780345816047.0,0345816048,16.99,USD,True,author_Jordan Peterson,http://books.google.com/books/content?id=TvEqDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
8SpxDwAAQBAJ,12 reglas para vivir,Un antídoto al caos,Jordan B. Peterson,Editorial Planeta,2018-10-30,"¿Cuáles son las reglas esenciales para vivir que todos deberíamos conocer? Regla n.° 1: mantente erguido con los hombros hacia atrás..., como las langostas; regla n.° 8: di la verdad, o por lo menos no mientas; regla n.° 11: no molestes a los niños cuando montan en monopatín; regla n.° 12: cuando te encuentres un gato por la calle, acarícialo. Jordan Peterson, «el pensador más polémico e influyente de nuestro tiempo», según el Spectator, nos propone un apasionante viaje por la historia de las ideas y de la ciencia —desde las tradiciones antiguas a los últimos descubrimientos científicos— para tratar de responder a una pregunta esencial: qué información básica necesitamos para vivir en plenitud. Con humor, amenidad y espíritu divulgativo, Peterson recorre países, tiempos y culturas al mismo tiempo que reflexiona sobre conceptos como la aventura, la disciplina y la responsabilidad. Todo con el fin de desgranar el saber humano en doce hondas y prácticas reglas para la vida que rompen radicalmente con los lugares comunes de la corrección política.",760.0,Psychology,5.0,2,es,http://books.google.com/books?id=8SpxDwAAQBAJ&printsec=frontcover&dq=inauthor:%22Jordan+Peterson%22&hl=&cd=13&source=gbs_api,https://play.google.com/store/books/details?id=8SpxDwAAQBAJ&source=gbs_api,9788408200314.0,8408200313,8.99,USD,True,author_Jordan Peterson,http://books.google.com/books/content?id=8SpxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
4QTzCAAAQBAJ,Deep Work,Rules for Focused Success in a Distracted World,Cal Newport,Grand Central Publishing,2016-01-05,"Millions of copies sold! The bestselling modern classic that sparked a worldwide conversation about the value of concentration—and the true costs of fractured attention. “I’m handing you the answer to the overwhelm you feel, and his name is Dr. Cal Newport.” —Mel Robbins, The Mel Robbins Podcast, author of New York Times bestsellingThe Let Them Theory Deep Work— the ability to focus without distraction on cognitively demanding tasks—is one of the most important abilities you can cultivate in our current moment. It’s a skill that allows you to quickly master complicated information and produce quality results in less time. And yet, most people have lost the ability to go deep—spending their days in a frantic blur of emails, online meetings, social media, and AI slop, not realizing there’s a better way. In Deep Work, bestselling author and professor Cal Newport makes the case for reclaiming focus as a critical skill in our digital world, providing step-by step instructions for achieving this goal, including four rules for transforming your daily habits: 1. Work Deeply 2. Embrace Boredom 3. Quit Social Media 4. Drain the Shallows A mix of cultural criticism and actionable advice, Deep Work offers a vitally important message: in our age of constant distraction, focus is a superpower. With inspiring examples and clear rules, Deep Work will teach you to introduce this ability in your own life. “As a presence on the page, Newport is exceptional in the realm of self-help authors … Six ­pages in, I powered down my laptop. Twenty pages in, I left the house to buy an alarm clock so that I wouldn’t have an excuse to sleep next to my phone.”—Molly Young, The New York Times “One of the few books I would call life-changing.” —Tim Maurer, Forbes “I’ve read lots of books about productivity and lots of books about distraction. For me, Deep Work is among the best, on both counts.” —Joshua Rothman, The New Yorker “[Deep Work] has changed how I live my life. Particularly, it’s led me to stop scheduling morning meetings, and to preserve that time for more sustained, creative work.” —Ezra Klein, The Ezra Klein Show",229.0,Business & Economics,4.0,5,en,http://books.google.com/books?id=4QTzCAAAQBAJ&printsec=frontcover&dq=inauthor:%22Cal+Newport%22&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=4QTzCAAAQBAJ&source=gbs_api,9781455586660.0,1455586668,15.99,USD,True,author_Cal Newport,http://books.google.com/books/content?id=4QTzCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016
ZW_coFi_h1QC,So Good They Can't Ignore You,Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,Grand Central Publishing,2012-09-18,"In this book with unique perspective, professor Cal Newport debunks the long-held belief that ""follow your passion"" is good advice, and sets out to discover the reality of how people end up loving their careers. A focus on passion over skill can be dangerous, leading to anxiety and chronic job hopping. Spending time with professionals who admit to deriving great satisfaction from their work, Newport uncovers the strategies they use and the pitfalls they avoid in developing their compelling careers. Cal reveals 4 Rules for falling in love with your job: #1: Don't follow your passion #2: Be so good they can't ignore you #3: Turn down a promotion #4: Think small, act big Cal Newport's manifesto is mandatory reading for anyone fretting about what to do with their life, or frustrated by their current job situation. So Good They Can't Ignore You provides an evidence-based blueprint for creating work you love, and will change the way you think about careers, happiness, and the crafting of a remarkable life.",163.0,Business & Economics,4.0,1,en,http://books.google.com/books?id=ZW_coFi_h1QC&printsec=frontcover&dq=inauthor:%22Cal+Newport%22&hl=&cd=5&source=gbs_api,https://play.google.com/store/books/details?id=ZW_coFi_h1QC&source=gbs_api,9781455509102.0,1455509108,14.99,USD,True,author_Cal Newport,http://books.google.com/books/content?id=ZW_coFi_h1QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012
UF7PAU_FPW4C,How to Win at College,Surprising Secrets for Success from the Country's Top Students,Cal Newport,Crown,2005-04-12,"The essential guide to getting ahead once you’ve gotten in—proven strategies for making the most of your college years, based on winning secrets from the country's most successful students “Highly recommended because it is full of practical tips that will help high school grads take the next step in life.”—Money How can you graduate with honors, choose exciting activities, build a head-turning resume, gain access to the best post-college opportunities, and still have a life? Based on interviews with star students at universities nationwide, from Harvard to the University of Arizona, How to Win at College presents seventy-five simple rules that will rocket you to the top of your class. These often surprising strategies include: • Don’t do all your reading • Drop classes every term • Become a club president • Care about your grades, Ignore your GPA • Never pull an all-nighter • Take three days to write a paper • Always be working on a “grand project” • Do one thing better than anyone else you know Proving you can be successful and still have time for fun, How to Win at College is the must-have guide for making the most of these four important years—and getting and edge on life after graduation. “This deliberately provocative book is a good way for a smart student to see how out-of-the-box thinking can lead to success in college.”—Seattle Times",210.0,Education,4.0,5,en,http://books.google.com/books?id=UF7PAU_FPW4C&printsec=frontcover&dq=inauthor:%22Cal+Newport%22&hl=&cd=9&source=gbs_api,https://play.google.com/store/books/details?id=UF7PAU_FPW4C&source=gbs_api,9780767920223.0,0767920228,6.99,USD,True,author_Cal Newport,http://books.google.com/books/content?id=UF7PAU_FPW4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005
Ecl4xUM5SwMC,How to Become a Straight-A Student,The Unconventional Strategies Real College Students Use to Score High While Studying Less,Cal Newport,Crown,2006-12-26,"Looking to jumpstart your GPA? Most college students believe that straight A’s can be achieved only through cramming and painful all-nighters at the library. But Cal Newport knows that real straight-A students don’t study harder—they study smarter. A breakthrough approach to acing academic assignments, from quizzes and exams to essays and papers, How to Become a Straight-A Student reveals for the first time the proven study secrets of real straight-A students across the country and weaves them into a simple, practical system that anyone can master. You will learn how to: • Streamline and maximize your study time • Conquer procrastination • Absorb the material quickly and effectively • Know which reading assignments are critical—and which are not • Target the paper topics that wow professors • Provide A+ answers on exams • Write stellar prose without the agony A strategic blueprint for success that promises more free time, more fun, and top-tier results, How to Become a Straight-A Student is the only study guide written by students for students—with the insider knowledge and real-world methods to help you master the college system and rise to the top of the class.",226.0,Study Aids,3.5,6,en,http://books.google.com/books?id=Ecl4xUM5SwMC&printsec=frontcover&dq=inauthor:%22Cal+Newport%22&hl=&cd=10&source=gbs_api,https://play.google.com/store/books/details?id=Ecl4xUM5SwMC&source=gbs_api,9780767927192.0,0767927192,9.99,USD,True,author_Cal Newport,http://books.google.com/books/content?id=Ecl4xUM5SwMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006
EVq1iCtjZuAC,How to Stop Worrying and Start Living,Time-Tested Methods for Conquering Worry,Dale Carnegie,Simon and Schuster,2010-08-24,"With Dale Carnegie’s expert advice, you’ll learn the proven, time-tested principles to breaking free of worry and anxiety so that you can start living your best life today. Thanks to Dale Carnegie’s classic work of practical advice, more than six million people have already discovered happier, more fulfilling lives. How to Stop Worrying and Start Living has also never been more relevant—particularly since it has been updated for the first time in forty years. In this indispensable guide, you’ll discover how to: - Quickly pinpoint solutions to any problem that can be put into action right away - Worry less about business and finances - Sleep better and feel refreshed each day - Gain appreciation and gratitude - Stop getting stuck on criticism Fascinating to read and easy to apply, this brilliant book cuts to the heart of your most fundamental emotions and provides lasting relief to your worry and anxiety. As millions of others have done, use it to discover your own prosperous, complete, and happy life.",400.0,Self-Help,4.5,9,en,http://books.google.com/books?id=EVq1iCtjZuAC&printsec=frontcover&dq=inauthor:%22Dale+Carnegie%22&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=EVq1iCtjZuAC&source=gbs_api,9781451621723.0,1451621728,14.99,USD,True,author_Dale Carnegie,http://books.google.com/books/content?id=EVq1iCtjZuAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010
4ZBYShSD3cQC,The 8th Habit,From Effectiveness to Greatness,Stephen R. Covey,Simon and Schuster,2013-01-08,"From Stephen R. Covey comes a profound, compelling, and groundbreaking book of next-level thinking that gives a clear way to finally tap the limitless value-creation promise of the “Knowledge Worker Age.” In the more than twenty-five years since its publication, the classic The 7 Habits of Highly Effective People has become an international phenomenon with more than twenty-five million copies sold. Tens of millions of people in business, government, schools, and families, and, most importantly, as individuals, have dramatically improved their lives and organizations by applying the principles of Stephen R. Covey’s classic book. The world, however, is a vastly changed place. Being effective as individuals and organizations is no longer merely an option—survival in today’s world requires it. But in order to thrive, innovate, excel, and lead in what Covey calls the “New Knowledge Worker Age,” we must build on and move beyond effectiveness. The call of this new era in human history is for greatness; it’s for fulfillment, passionate execution, and significant contribution. Accessing the higher levels of human genius and motivation in today’s new reality requires a change in thinking: a new mindset, a new skill-set, a new tool-set—in short, a whole new habit. The crucial challenge of our world today is this: to find our voice and inspire others to find theirs. It is what Covey calls the 8th Habit. So many people feel frustrated, discouraged, unappreciated, and undervalued—with little or no sense of voice or unique contribution. The 8th Habit is the answer to the soul’s yearning for greatness, the organization’s imperative for significance and superior results, and humanity’s search for its “voice.” Covey’s new book will transform the way we think about ourselves, our purpose in life, our organizations, and about humankind. Just as The 7 Habits of Highly Effective People helped us focus on effectiveness, The 8th Habit shows us the way to greatness.",432.0,Business & Economics,5.0,3,en,http://books.google.com/books?id=4ZBYShSD3cQC&printsec=frontcover&dq=inauthor:%22Stephen+Covey%22&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=4ZBYShSD3cQC&source=gbs_api,9781476735504.0,1476735506,15.99,USD,True,author_Stephen Covey,http://books.google.com/books/content?id=4ZBYShSD3cQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2013
qvUT1hBmzUUC,Everyday Greatness,Inspiration for a Meaningful Life,Stephen R. Covey,Thomas Nelson,2009-05-04,"Inspiring stories and practical insights challenge readers to live a life of everyday greatness. Best-selling author Stephen Covey and Reader’s Digest have joined forces to produce an extraordinary volume of inspiration, insight, and motivation to live a life of character and contribution. The timeless principles and practical wisdom along with a ""Go-Forward Plan"" challenge readers to make three important choices every day: The Choice to Act - your energy The Choice of Purpose - your destination The Choice for Principles - the means for attaining your goals Topics include: Searching for Meaning Taking Charge Starting Within Creating the Dream Teaming with Others Overcoming Adversity Blending the Pieces With stories from some of the world's best known and loved writers, leaders, and celebrities, such as Maya Angelou, Jack Benny, and Henry David Thoreau, and insights and commentary from Stephen Covey, the Wrap Up and Reflections at the end of each chapter help create a project that can be used for group or personal study.",464.0,Self-Help,5.0,1,en,http://books.google.com/books?id=qvUT1hBmzUUC&printsec=frontcover&dq=inauthor:%22Stephen+Covey%22&hl=&cd=16&source=gbs_api,https://play.google.com/store/books/details?id=qvUT1hBmzUUC&source=gbs_api,9781418554071.0,1418554073,8.99,USD,True,author_Stephen Covey,http://books.google.com/books/content?id=qvUT1hBmzUUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009
Y-41Q9zk32kC,The Well of Ascension,Book Two of Mistborn,Brandon Sanderson,Tor Books,2010-04-01,"Now with over 10 million copies sold, The Mistborn Series has the thrills of a heist story, the twistiness of political intrigue, and the epic scale of a landmark fantasy saga. They did the impossible, ending the thousand-year reign of the godlike Lord Ruler. Now Vin, the former street urchin turned powerful Mistborn, and Elend Venture, the idealistic young nobleman who loves her, must build a healthy new society in the ashes of an empire. As tensions grow in the wake of the uprising, an ancient legend seems to offer a glimmer of hope. But even if it really exists, no one knows where to find the Well of Ascension or what manner of power it bestows. It may just be that killing the Lord Ruler was the easy part. Surviving the aftermath of his fall is going to be the real challenge. Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive ● The Way of Kings ● Words of Radiance ● Edgedancer (novella) ● Oathbringer ● Dawnshard (novella) ● Rhythm of War ● Wind and Truth The Mistborn Saga The Original Trilogy ● Mistborn ● The Well of Ascension ● The Hero of Ages Wax & Wayne ● The Alloy of Law ● Shadows of Self ● The Bands of Mourning ● The Lost Metal Other Cosmere novels ● Elantris ● Warbreaker ● Tress of the Emerald Sea ● Yumi and the Nightmare Painter ● The Sunlit Man Collection ● Arcanum Unbounded: The Cosmere Collection Alcatraz vs. the Evil Librarians ● Alcatraz vs. the Evil Librarians ● The Scrivener's Bones ● The Knights of Crystallia ● The Shattered Lens ● The Dark Talent ● Bastille vs. the Evil Librarians (with Janci Patterson) Other novels ● The Rithmatist ● Legion: The Many Lives of Stephen Leeds ● The Frugal Wizard’s Handbook for Surviving Medieval England Other books by Brandon Sanderson The Reckoners ● Steelheart ● Firefight ● Calamity ● Lux (with Steven Michael Bohls) Skyward ● Skyward ● Starsight ● Cytonic ● Skyward Flight (with Janci Patterson) ● Defiant At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",816.0,Fiction,4.0,22,en,http://books.google.com/books?id=Y-41Q9zk32kC&printsec=frontcover&dq=inauthor:%22Brandon+Sanderson%22&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=Y-41Q9zk32kC&source=gbs_api,9781429961813.0,1429961813,10.99,USD,True,author_Brandon Sanderson,http://books.google.com/books/content?id=Y-41Q9zk32kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010
